1000.0, 0.0, 80.0
1000.0, 0.0, 116.0
1000.0, 0.0, 152.0
1000.0, 10.625, 188.0
1000.0, 28.75, 224.0
1000.0, 26.25, 260.0
1000.0, 36.562, 296.0
1000.0, 35.938, 332.0
1000.0, 41.25, 368.0
1000.0, 10.312, 404.0
1000.0, 6.25, 440.0
1000.0, 37.188, 476.0
1000.0, 2.812, 512.0
1000.0, 38.75, 548.0
1000.0, 41.562, 584.0
1000.0, 14.375, 620.0
1000.0, 53.438, 656.0
1000.0, 42.5, 692.0
1000.0, 45.938, 728.0
1000.0, 41.562, 764.0
1127.7777777777778, 0.0, 80.0
1127.7777777777778, 0.0, 116.0
1127.7777777777778, 0.0, 152.0
1127.7777777777778, 20.0, 188.0
1127.7777777777778, 43.125, 224.0
1127.7777777777778, 30.938, 260.0
1127.7777777777778, 42.188, 296.0
1127.7777777777778, 38.125, 332.0
1127.7777777777778, 44.062, 368.0
1127.7777777777778, 2.5, 404.0
1127.7777777777778, 18.75, 440.0
1127.7777777777778, 29.375, 476.0
1127.7777777777778, 3.125, 512.0
1127.7777777777778, 38.75, 548.0
1127.7777777777778, 42.812, 584.0
1127.7777777777778, 13.75, 620.0
1127.7777777777778, 32.188, 656.0
1127.7777777777778, 45.625, 692.0
1127.7777777777778, 46.562, 728.0
1127.7777777777778, 43.75, 764.0
1255.5555555555557, 0.0, 80.0
1255.5555555555557, 0.0, 116.0
1255.5555555555557, 0.0, 152.0
1255.5555555555557, 16.875, 188.0
1255.5555555555557, 34.062, 224.0
1255.5555555555557, 32.5, 260.0
1255.5555555555557, 44.688, 296.0
1255.5555555555557, 52.188, 332.0
1255.5555555555557, 44.062, 368.0
1255.5555555555557, 0.0, 404.0
1255.5555555555557, 21.562, 440.0
1255.5555555555557, 53.438, 476.0
1255.5555555555557, 2.188, 512.0
1255.5555555555557, 23.438, 548.0
1255.5555555555557, 42.188, 584.0
1255.5555555555557, 19.375, 620.0
1255.5555555555557, 34.062, 656.0
1255.5555555555557, 45.0, 692.0
1255.5555555555557, 47.812, 728.0
1255.5555555555557, 44.062, 764.0
1383.3333333333333, 0.0, 80.0
1383.3333333333333, 0.0, 116.0
1383.3333333333333, 0.0, 152.0
1383.3333333333333, 16.875, 188.0
1383.3333333333333, 35.312, 224.0
1383.3333333333333, 31.25, 260.0
1383.3333333333333, 44.688, 296.0
1383.3333333333333, 40.625, 332.0
1383.3333333333333, 49.375, 368.0
1383.3333333333333, 4.688, 404.0
1383.3333333333333, 28.438, 440.0
1383.3333333333333, 47.188, 476.0
1383.3333333333333, 23.438, 512.0
1383.3333333333333, 46.562, 548.0
1383.3333333333333, 46.25, 584.0
1383.3333333333333, 0.625, 620.0
1383.3333333333333, 7.188, 656.0
1383.3333333333333, 46.562, 692.0
1383.3333333333333, 48.438, 728.0
1383.3333333333333, 43.438, 764.0
1511.111111111111, 0.0, 80.0
1511.111111111111, 0.0, 116.0
1511.111111111111, 0.0, 152.0
1511.111111111111, 28.125, 188.0
1511.111111111111, 39.375, 224.0
1511.111111111111, 38.125, 260.0
1511.111111111111, 46.25, 296.0
1511.111111111111, 44.062, 332.0
1511.111111111111, 48.75, 368.0
1511.111111111111, 5.312, 404.0
1511.111111111111, 29.375, 440.0
1511.111111111111, 54.375, 476.0
1511.111111111111, 12.812, 512.0
1511.111111111111, 40.938, 548.0
1511.111111111111, 41.562, 584.0
1511.111111111111, 20.938, 620.0
1511.111111111111, 36.562, 656.0
1511.111111111111, 44.688, 692.0
1511.111111111111, 47.5, 728.0
1511.111111111111, 43.125, 764.0
1638.888888888889, 0.0, 80.0
1638.888888888889, 0.0, 116.0
1638.888888888889, 0.0, 152.0
1638.888888888889, 17.812, 188.0
1638.888888888889, 38.125, 224.0
1638.888888888889, 34.062, 260.0
1638.888888888889, 38.438, 296.0
1638.888888888889, 39.375, 332.0
1638.888888888889, 45.938, 368.0
1638.888888888889, 2.188, 404.0
1638.888888888889, 7.188, 440.0
1638.888888888889, 45.938, 476.0
1638.888888888889, 17.812, 512.0
1638.888888888889, 36.875, 548.0
1638.888888888889, 28.438, 584.0
1638.888888888889, 2.188, 620.0
1638.888888888889, 36.25, 656.0
1638.888888888889, 49.375, 692.0
1638.888888888889, 47.188, 728.0
1638.888888888889, 44.062, 764.0
1766.6666666666665, 0.0, 80.0
1766.6666666666665, 0.0, 116.0
1766.6666666666665, 0.0, 152.0
1766.6666666666665, 10.625, 188.0
1766.6666666666665, 31.562, 224.0
1766.6666666666665, 25.938, 260.0
1766.6666666666665, 32.812, 296.0
1766.6666666666665, 37.5, 332.0
1766.6666666666665, 41.25, 368.0
1766.6666666666665, 1.25, 404.0
1766.6666666666665, 10.0, 440.0
1766.6666666666665, 40.0, 476.0
1766.6666666666665, 13.438, 512.0
1766.6666666666665, 35.0, 548.0
1766.6666666666665, 40.0, 584.0
1766.6666666666665, 0.312, 620.0
1766.6666666666665, 23.125, 656.0
1766.6666666666665, 44.375, 692.0
1766.6666666666665, 47.5, 728.0
1766.6666666666665, 44.688, 764.0
1894.4444444444443, 0.0, 80.0
1894.4444444444443, 0.0, 116.0
1894.4444444444443, 0.0, 152.0
1894.4444444444443, 17.812, 188.0
1894.4444444444443, 32.5, 224.0
1894.4444444444443, 29.375, 260.0
1894.4444444444443, 40.0, 296.0
1894.4444444444443, 37.812, 332.0
1894.4444444444443, 41.25, 368.0
1894.4444444444443, 0.0, 404.0
1894.4444444444443, 7.188, 440.0
1894.4444444444443, 41.25, 476.0
1894.4444444444443, 0.0, 512.0
